group	fill
1	#DFC9FF
2	#E9D8FF
3	#F0E4FF
4	#F2E7FF
5	#F3E9FF
6	#EEE2FF
7	#E4D2FF
8	#EEE2FF
9	#E7D5FF
10	#DDC6FF
11	#E9D9FF
12	#E7D6FF
13	#E7D6FF
14	#E8D8FF
15	#FEFDFF
16	#FFEBE4
17	#FFDED3
18	#EADBFF
19	#F2E8FF
20	#EADBFF
21	#E0CBFF
22	#EBDDFF
23	#E6D4FF
24	#F3E9FF
25	#E8D8FF
26	#EFE3FF
27	#F9F5FF
28	#FBF7FF
29	#E3D0FF
30	#EBDCFF
31	#F7F1FF
32	#FCFAFF
33	#F2E7FF
34	#F7F1FF
35	#F6EFFF
36	#E9D9FF
37	#E1CDFF
38	#F8F3FF
39	#F0E4FF
40	#DEC7FF
41	#C9A9FF
42	#F1E6FF
43	#EBDCFF
44	#E6D3FF
45	#F4EBFF
46	#F8F3FF
47	#EEE2FF
48	#F5EEFF
49	#E8D8FF
50	#EADBFF
51	#F5EDFF
52	#F3E9FF
53	#E3D0FF
54	#E2CDFF
55	#FFFBFA
56	#FCFAFF
57	#EEE2FF
58	#F7F1FF
59	#E9D9FF
60	#EBDDFF
61	#EDE0FF
62	#F8F3FF
63	#F0E4FF
64	#D3B7FF
65	#BC97FF
66	#F1E6FF
67	#E8D8FF
68	#E9D9FF
69	#F4EBFF
70	#FEFEFF
71	#F5EEFF
72	#FDFBFF
73	#F1E6FF
74	#EADAFF
75	#EBDCFF
76	#F2E9FF
77	#F5EDFF
78	#EDDFFF
79	#F7F1FF
80	#EDE0FF
81	#EBDCFF
82	#F8F3FF
83	#F2E8FF
84	#F5EEFF
85	#F7F1FF
86	#F6EFFF
87	#EADBFF
88	#CFB2FF
89	#B38CFF
90	#F1E6FF
91	#F2E8FF
92	#F3EAFF
93	#F2E7FF
94	#F6EFFF
95	#F0E4FF
96	#F2E7FF
97	#F1E7FF
98	#E9D9FF
99	#E6D4FF
100	#E7D5FF
101	#EEE1FF
102	#F2E7FF
103	#F1E6FF
104	#F4ECFF
105	#F1E6FF
106	#F6EFFF
107	#FBF8FF
108	#FBF8FF
109	#F7F1FF
110	#FDFBFF
111	#EADBFF
112	#DCC5FF
113	#BD98FF
114	#F1E6FF
115	#F0E5FF
116	#EFE3FF
117	#ECDFFF
118	#F0E4FF
119	#E2CEFF
120	#F0E4FF
121	#F3EAFF
122	#DAC2FF
123	#E2CEFF
124	#DDC6FF
125	#F0E4FF
126	#E7D6FF
127	#F3EAFF
128	#EEE2FF
129	#F3EAFF
130	#F5EDFF
131	#F8F3FF
132	#F6F0FF
133	#FFFFFF
134	#FAF6FF
135	#F9F5FF
136	#DCC5FF
137	#BD98FF
138	#F5EEFF
139	#F2E7FF
140	#EFE3FF
141	#EDE0FF
142	#F0E4FF
143	#F4ECFF
144	#ECDFFF
145	#F3EAFF
146	#E2CEFF
147	#EADAFF
148	#DEC7FF
149	#F0E4FF
150	#EFE3FF
151	#F3EAFF
152	#F6F0FF
153	#FBF8FF
154	#F3E9FF
155	#FBF9FF
156	#F3EAFF
157	#FEFDFF
158	#F8F3FF
159	#F5EDFF
160	#E9D8FF
161	#CEAFFF
162	#F3E9FF
163	#E9D9FF
164	#F8F3FF
165	#FCFAFF
166	#FFF1EB
167	#FFF7F4
168	#F8F3FF
169	#F4EBFF
170	#FFF8F5
171	#F9F4FF
172	#F5EDFF
173	#E6D3FF
174	#EBDCFF
175	#F0E5FF
176	#F5EDFF
177	#FBF7FF
178	#FBF8FF
179	#F2E8FF
180	#EFE3FF
181	#FBF8FF
182	#FFFEFE
183	#F5EDFF
184	#F8F3FF
185	#E9D8FF
186	#F7F0FF
187	#FFF2EC
188	#D3B7FF
189	#FFCAB8
190	#FFD6C8
191	#FFDFD3
192	#FFE2D8
193	#F5EEFF
194	#FFEAE3
195	#F4EBFF
196	#F9F5FF
197	#DCC4FF
198	#EDE0FF
199	#EDDFFF
200	#F3EAFF
201	#FFF7F4
202	#FDFCFF
203	#F2E8FF
204	#ECDFFF
205	#F1E6FF
206	#F6F0FF
207	#FAF6FF
208	#F6EEFF
209	#F1E7FF
210	#F9F4FF
211	#EBDCFF
212	#FFF9F6
213	#FFEFE9
214	#FFECE4
215	#FFEBE4
216	#FFDFD3
217	#F2E9FF
218	#FFF4F0
219	#EFE4FF
220	#E5D2FF
221	#DFCAFF
222	#F8F3FF
223	#F4ECFF
224	#F7F1FF
225	#F6EEFF
226	#FAF7FF
227	#F2E8FF
228	#FEFEFF
229	#F2E8FF
230	#FDFCFF
231	#F1E6FF
232	#F8F3FF
233	#F9F5FF
234	#FFE4DB
235	#CFB1FF
236	#FFE7DE
237	#FFE6DD
238	#FFF0EA
239	#FBF8FF
240	#FFEAE3
241	#FFD0BF
242	#FDFCFF
243	#EEE1FF
244	#E6D3FF
245	#E8D7FF
246	#F4EBFF
247	#F3E9FF
248	#F7F0FF
249	#F3EAFF
250	#F5EEFF
251	#F2E8FF
252	#B48DFF
253	#EADAFF
