group	fill
1	#FF9273
2	#FF9273
3	#FF8C6D
4	#FF8A6B
5	#FF8565
6	#FF8362
7	#FF7C5B
8	#FF8160
9	#FF8362
10	#FF8C6D
11	#FF9273
12	#FF9273
13	#FF9273
14	#FF8868
15	#FF7E5D
16	#FF8565
17	#FF997B
18	#FF8C6D
19	#FF8A6B
20	#FF8A6B
21	#FF8A6B
22	#FF8C6D
23	#FF8F70
24	#FF9678
25	#FFA88D
26	#FF9678
27	#FF8F70
28	#FF8A6B
29	#FF7C5B
30	#FF7452
31	#FF8565
32	#FF9B7E
33	#FF8A6B
34	#FF8868
35	#FF7C5B
36	#FFA88D
37	#FF7E5D
38	#FF8362
39	#FF9678
40	#FF997B
41	#FFA58A
42	#FFA88D
43	#FFA88D
44	#FFA88D
45	#FFA88D
46	#FFA58A
47	#FFA58A
48	#FFA084
49	#FFA88D
50	#FF997B
51	#FF9273
52	#FF8C6D
53	#FF7C5B
54	#FF7755
55	#FF8F70
56	#FF9B7E
57	#FF8C6D
58	#FF8868
59	#FF7958
60	#FFAA90
61	#FF8160
62	#FF8362
63	#FF9B7E
64	#FFA084
65	#FFA88D
66	#FFA88D
67	#FFAC93
68	#FFAA90
69	#FFA88D
70	#FFA88D
71	#FFA88D
72	#FFA58A
73	#FFAC93
74	#FF9B7E
75	#FF9678
76	#FF8565
77	#FF7E5D
78	#FF9273
79	#FF9B7E
80	#FF8868
81	#FF7958
82	#FF8565
83	#FF7958
84	#FFAC93
85	#FF8160
86	#FF8362
87	#FF9B7E
88	#FFA88D
89	#FFAC93
90	#FFAC93
91	#FFAC93
92	#FFAE95
93	#FFAA90
94	#FFA88D
95	#FFA88D
96	#FFA88D
97	#FFB198
98	#FF9B7E
99	#FF9476
100	#FF8565
101	#FF8868
102	#FF8868
103	#FF8C6D
104	#FF8160
105	#FF7755
106	#FF7C5B
107	#FF7E5D
108	#FFB198
109	#FF8160
110	#FF8A6B
111	#FFA084
112	#FFAA90
113	#FFB39B
114	#FFB198
115	#FFB39B
116	#FFAE95
117	#FFAA90
118	#FFAA90
119	#FFAC93
120	#FFA88D
121	#FFB39B
122	#FF9B7E
123	#FF9476
124	#FF8868
125	#FF9273
126	#FF7C5B
127	#FF7958
128	#FF7755
129	#FF7755
130	#FF7958
131	#FF8160
132	#FFB69E
133	#FF8A6B
134	#FF9273
135	#FF8A6B
136	#FFAA90
137	#FFB39B
138	#FFB69E
139	#FFB69E
140	#FFB198
141	#FFAC93
142	#FFA287
143	#FF9476
144	#FF9D81
145	#FFB69E
146	#FFA287
147	#FF997B
148	#FF8F70
149	#FF8C6D
150	#FF7E5D
151	#FF7958
152	#FF7755
153	#FF7452
154	#FF8362
155	#FF7E5D
156	#FFB8A1
157	#FF8868
158	#FF8565
159	#FF8565
160	#FF9D81
161	#FFAE95
162	#FFB69E
163	#FFB198
164	#FFA287
165	#FFA88D
166	#FF8F70
167	#FFA084
168	#FFA084
169	#FFB69E
170	#FF9B7E
171	#FFA287
172	#FFA58A
173	#FF8C6D
174	#FF8160
175	#FF7755
176	#FF7452
177	#FF7755
178	#FF8362
179	#FF7958
180	#FFBDA8
181	#FF7E5D
182	#FF8A6B
183	#FF8565
184	#FF8A6B
185	#FF9D81
186	#FFB198
187	#FF9678
188	#FFA88D
189	#FFA084
190	#FF997B
191	#FF9273
192	#FF9678
193	#FFBBA5
194	#FF9678
195	#FF9B7E
196	#FFA084
197	#FF9273
198	#FF8362
199	#FF7958
200	#FF7755
201	#FF8160
202	#FF7755
203	#FF7958
204	#FFB8A1
205	#FF7E5D
206	#FF8868
207	#FF8F70
208	#FF8C6D
209	#FF8A6B
210	#FFA287
211	#FFC5B2
212	#FF9B7E
213	#FF9273
214	#FF8F70
215	#FF9273
216	#FF9273
217	#FFA58A
218	#FF9476
219	#FF8C6D
220	#FF8F70
221	#FF9476
222	#FF8160
223	#FF7958
224	#FF7250
225	#FF8362
226	#FF7755
227	#FF7958
228	#FF9273
229	#FF8362
230	#FF8A6B
231	#FF8F70
232	#FF8F70
233	#FF8F70
234	#FF9B7E
235	#FFA287
236	#FF8F70
237	#FF9273
238	#FF9476
239	#FF9273
240	#FF8F70
241	#FF9476
242	#FF9273
243	#FF8F70
244	#FF8C6D
245	#FF8F70
246	#FF8362
247	#FF7452
248	#FF7755
249	#FF7958
250	#FF7452
251	#FF7C5B
252	#FF8C6D
253	#FF8362
254	#FF8A6B
255	#FF8C6D
256	#FF8C6D
257	#FF8F70
258	#FFBDA8
259	#FF8A6B
260	#FF8868
261	#FF8F70
262	#FF8F70
263	#FF9273
264	#FF9273
265	#FF9678
266	#FF9476
267	#FF8C6D
268	#FF8F70
269	#FF8362
270	#FF8160
271	#FF7E5D
272	#FF8160
273	#FF8362
274	#FF8565
275	#FF7C5B
276	#FF9273
277	#FF7755
278	#FF8565
279	#FF7E5D
280	#FF8565
281	#FFB198
282	#FF9273
283	#FF8C6D
284	#FF8C6D
285	#FF8F70
286	#FF8F70
287	#FF9273
288	#FF9678
289	#FFA88D
290	#FF9273
291	#FF9476
292	#FF9273
293	#FF8362
294	#FF7C5B
295	#FF7452
296	#FF7452
297	#FF7958
298	#FF7452
299	#FF7755
300	#FF8C6D
301	#FF7E5D
302	#FF8868
303	#FF8C6D
304	#FF8C6D
305	#FF9273
306	#FF9678
307	#FF7C5B
308	#FF8565
309	#FF8868
310	#FF8C6D
311	#FF8F70
312	#FF8C6D
313	#FF6C4B
314	#FF8C6D
315	#FF9D81
316	#FF9476
317	#FF7E5D
318	#FF7E5D
319	#FF7755
320	#FF7755
321	#FF7452
322	#FF7958
323	#FF7755
324	#FF8C6D
325	#FF7C5B
326	#FF8362
327	#FF8A6B
328	#FF8A6B
329	#FF8F70
330	#FF7E5D
331	#FF8565
332	#FF8A6B
333	#FF8868
334	#FF8F70
335	#FF8C6D
336	#FF8A6B
337	#FF5F3E
338	#FF8A6B
339	#FF8565
340	#FF9273
341	#FF8868
342	#FF7958
343	#FF7755
344	#FF7755
345	#FF7958
346	#FF7958
347	#FF7452
348	#FF6C4B
349	#FF7E5D
350	#FF8362
351	#FF8868
352	#FF8C6D
353	#FF9273
354	#FF7958
355	#FF8868
356	#FF8C6D
357	#FF8565
358	#FF9273
359	#FF8A6B
360	#FF8A6B
361	#FF6C4B
362	#FF8F70
363	#FF8C6D
364	#FF8C6D
365	#FF7E5D
366	#FF7958
367	#FF7958
368	#FF7958
369	#FF7C5B
370	#FF7755
371	#FF7958
372	#FF6F4D
373	#FF7E5D
374	#FF8565
375	#FF8868
376	#FF8F70
377	#FF9476
378	#FF7250
379	#FF7C5B
380	#FF8C6D
381	#FF8C6D
382	#FF9273
383	#FF8C6D
384	#FF8A6B
385	#FF6F4D
386	#FF8A6B
387	#FF9273
388	#FF8362
389	#FF7250
390	#FF7755
391	#FF7958
392	#FF7C5B
393	#FF7958
394	#FF7958
395	#FF7C5B
396	#FF6C4B
397	#FF8362
398	#FF8868
399	#FF8C6D
400	#FF8F70
401	#FF9476
402	#FF6F4D
403	#FF7E5D
404	#FF8A6B
405	#FF8F70
406	#FF9273
407	#FF8F70
408	#FF8868
409	#FF9678
410	#FF9678
411	#FF8C6D
412	#FF8A6B
413	#FF8565
414	#FF7C5B
415	#FF7C5B
416	#FF8160
417	#FF7E5D
418	#FF7452
419	#FF7958
420	#FF9476
421	#FF9476
422	#FF8565
423	#FF997B
424	#FFAE95
425	#FFB198
426	#FF9476
427	#FF8F70
428	#FF8F70
429	#FF8F70
430	#FF8F70
431	#FF9678
432	#FF997B
433	#FF9B7E
434	#FF9678
435	#FF8C6D
436	#FF8A6B
437	#FF8362
438	#FF7958
439	#FF7E5D
440	#FF7958
441	#FF7452
442	#FF7452
443	#FF9273
444	#FF997B
445	#FF9476
446	#FF8565
447	#FF9476
448	#FFB69E
449	#FFCAB8
450	#FF9678
451	#FF9273
452	#FF9476
453	#FF9678
454	#FF9273
455	#FF9678
456	#FF9B7E
457	#FF9D81
458	#FF997B
459	#FF8F70
460	#FF8868
461	#FF8160
462	#FF7755
463	#FF7250
464	#FF7250
465	#FF7C5B
466	#FF997B
467	#FF9273
468	#FF997B
469	#FF8F70
470	#FF8868
471	#FF8F70
472	#FF9273
473	#FFB198
474	#FF997B
475	#FF9476
476	#FF9678
477	#FF997B
478	#FF9678
479	#FF9B7E
480	#FF9D81
481	#FF9D81
482	#FF997B
483	#FF9273
484	#FF8868
485	#FF8362
486	#FF7C5B
487	#FF7250
488	#FF7452
489	#FF9273
490	#FF997B
491	#FF8C6D
492	#FF9B7E
493	#FF8F70
494	#FF9273
495	#FF9273
496	#FF8F70
497	#FF997B
498	#FF9D81
499	#FF997B
500	#FF9678
501	#FF9B7E
502	#FF997B
503	#FF9D81
504	#FFA084
505	#FFA287
506	#FF997B
507	#FF8F70
508	#FF8A6B
509	#FF8160
510	#FF8160
511	#FF7250
512	#FF8868
513	#FF997B
514	#FF9476
515	#FF8C6D
516	#FF9D81
517	#FF7E5D
518	#FF8868
519	#FF8F70
520	#FF9273
521	#FF997B
522	#FF9D81
523	#FF9B7E
524	#FF9D81
525	#FF9D81
526	#FF9D81
527	#FFA084
528	#FFA287
529	#FFA287
530	#FF997B
531	#FF9273
532	#FF8868
533	#FF7C5B
534	#FF7E5D
535	#FF7755
536	#FF9476
537	#FF9678
538	#FF8160
539	#FF7958
540	#FFA084
541	#FF7958
542	#FF8868
