group	fill
1	#FFF7F4
2	#F1E6FF
3	#F8F3FF
4	#FCFAFF
5	#FEFEFF
6	#EDDFFF
7	#F5EEFF
8	#FFF0EA
9	#F5EDFF
10	#EFE3FF
11	#F9F5FF
12	#F6EEFF
13	#CDAEFF
14	#E3CFFF
15	#F7F0FF
16	#FFF0EB
17	#FFECE5
18	#F9F5FF
19	#F5EDFF
20	#EBDDFF
21	#F3EAFF
22	#F1E6FF
23	#FBF8FF
24	#FFFDFC
25	#F7F1FF
26	#E5D3FF
27	#F0E4FF
28	#ECDFFF
29	#EADAFF
30	#FFF1EC
31	#FFF7F4
32	#FCFAFF
33	#F1E7FF
34	#EADBFF
35	#FFFAF8
36	#F6EEFF
37	#F0E5FF
38	#EDE0FF
39	#F3EAFF
40	#F3EAFF
41	#FEFEFF
42	#F3EAFF
43	#F1E6FF
44	#F4ECFF
45	#F1E7FF
46	#F2E8FF
47	#FCFAFF
48	#F1E7FF
49	#F7F1FF
50	#E2CEFF
51	#EBDCFF
52	#ECDFFF
53	#EADAFF
54	#F9F5FF
55	#E9DAFF
56	#FCFAFF
57	#E0CBFF
58	#EADBFF
59	#EFE4FF
60	#F8F3FF
61	#F8F3FF
62	#EDE0FF
63	#F8F3FF
64	#FBF8FF
65	#F9F5FF
66	#F3EAFF
67	#F9F4FF
68	#F1E6FF
69	#F1E7FF
70	#F2E7FF
71	#F3E9FF
72	#E9D9FF
73	#EDE0FF
74	#DDC6FF
75	#DFC9FF
76	#E6D4FF
77	#EEE2FF
78	#F9F5FF
79	#FFFEFE
80	#FFF2EC
81	#EADBFF
82	#E6D4FF
83	#F8F3FF
84	#FAF6FF
85	#EDDFFF
86	#EEE2FF
87	#E0CBFF
88	#E9D8FF
89	#FFEAE2
90	#F9F4FF
91	#F0E5FF
92	#EDDFFF
93	#EBDCFF
94	#E8D7FF
95	#EFE3FF
96	#ECDEFF
97	#EBDDFF
98	#DDC6FF
99	#E8D7FF
100	#E6D5FF
101	#E3D0FF
102	#F7F0FF
103	#F0E4FF
104	#FFFDFC
105	#F5EDFF
106	#FFFCFB
107	#E5D2FF
108	#FAF6FF
109	#EDDFFF
110	#DCC4FF
111	#E0CBFF
112	#E3D0FF
113	#FFF3EF
114	#F4ECFF
115	#EFE3FF
116	#E8D7FF
117	#E2CFFF
118	#E4D1FF
119	#E7D6FF
120	#D9C1FF
121	#EADAFF
122	#DBC4FF
123	#DCC4FF
124	#EFE3FF
125	#EDE0FF
126	#DDC6FF
127	#F2E7FF
128	#F8F3FF
129	#FBF8FF
130	#FBF9FF
131	#D5B9FF
132	#F4EBFF
133	#D2B6FF
134	#A67BFF
135	#E1CCFF
136	#E3D0FF
137	#FFF3EF
138	#F6EEFF
139	#EBDCFF
140	#EEE1FF
141	#ECDFFF
142	#F2E8FF
143	#E6D4FF
144	#DFCAFF
145	#EDE0FF
146	#EADBFF
147	#DBC3FF
148	#EBDDFF
149	#F7F1FF
150	#DAC1FF
151	#E7D6FF
152	#F3EAFF
153	#F8F3FF
154	#EFE4FF
155	#E6D4FF
156	#F5EDFF
157	#BF9BFF
158	#C6A4FF
159	#E6D3FF
160	#E8D7FF
161	#FFF8F5
162	#F2E9FF
163	#F8F3FF
164	#FFFFFE
165	#EBDCFF
166	#FCFAFF
167	#F6F0FF
168	#F3EAFF
169	#E6D4FF
170	#FFECE5
171	#FEFEFF
172	#FBF8FF
173	#F2E8FF
174	#E3CFFF
175	#F4ECFF
176	#FFFEFE
177	#FDFBFF
178	#DAC2FF
179	#EFE3FF
180	#F0E5FF
181	#C7A6FF
182	#CEB0FF
183	#E6D3FF
184	#EBDDFF
185	#FAF7FF
186	#F0E5FF
187	#FFECE4
188	#FFF1EC
189	#FDFCFF
190	#F7F0FF
191	#FFFBFA
192	#FFDDD1
193	#F0E5FF
194	#FFDED2
195	#FDFCFF
196	#F0E4FF
197	#E8D8FF
198	#F2E8FF
199	#F4ECFF
200	#F5EDFF
201	#FCF9FF
202	#EDDFFF
203	#EFE3FF
204	#EBDCFF
205	#DFC9FF
206	#D5BAFF
207	#E7D6FF
208	#E7D6FF
209	#F1E7FF
210	#FFF2EE
211	#FFFAF8
212	#F5EEFF
213	#FFFEFE
214	#F6F0FF
215	#FDFBFF
216	#FFEEE7
217	#FBF9FF
218	#FFEAE2
219	#F0E4FF
220	#FFEAE3
221	#F0E5FF
222	#FFF3EF
