group	fill
1	#F7F0FF
2	#F0E5FF
3	#EBDCFF
4	#EFE3FF
5	#F4EBFF
6	#EFE3FF
7	#F6EFFF
8	#F2E8FF
9	#F0E4FF
10	#ECDEFF
11	#ECDFFF
12	#F6EFFF
13	#EEE2FF
14	#E2CEFF
15	#ECDEFF
16	#EEE2FF
17	#EDDFFF
18	#FCF9FF
19	#F3E9FF
20	#EFE3FF
21	#EEE1FF
22	#ECDEFF
23	#E8D7FF
24	#EADBFF
25	#FFE6DC
26	#EFE3FF
27	#FFFEFE
28	#FFFAF8
29	#FFF9F7
30	#FFFFFE
31	#FFF9F7
32	#E6D5FF
33	#FFFCFB
34	#FFFDFC
35	#FFECE4
36	#FFEEE7
37	#FBF9FF
38	#F1E6FF
39	#F0E5FF
40	#E4D1FF
41	#BD98FF
42	#FFF6F3
43	#FFF4F0
44	#FFFFFF
45	#FDFCFF
46	#FFF8F6
47	#F7F1FF
48	#F5EDFF
49	#FFE6DC
50	#F6EFFF
51	#FBF7FF
52	#FEFDFF
53	#FFF9F7
54	#F8F3FF
55	#FFFBFA
56	#E6D5FF
57	#FFF9F7
58	#FFFDFC
59	#FAF7FF
60	#FFEAE2
61	#E5D3FF
62	#F1E6FF
63	#F4ECFF
64	#EFE3FF
65	#DDC5FF
66	#FFF6F3
67	#FFF5F1
68	#FFFFFF
69	#FDFCFF
70	#FFFDFC
71	#F8F3FF
72	#FFF7F5
73	#FFF0EA
74	#F0E5FF
75	#FFF5F2
76	#FFF5F1
77	#F5EDFF
78	#FFF2ED
79	#FEFDFF
80	#EFE4FF
81	#F7F1FF
82	#FFF8F5
83	#FFFFFF
84	#FFF3EF
85	#FAF6FF
86	#EFE3FF
87	#F4ECFF
88	#F9F5FF
89	#FFFDFD
90	#FFF6F3
91	#FFF7F5
92	#F7F1FF
93	#FDFCFF
94	#FDFBFF
95	#FFF9F6
96	#FEFEFF
97	#FFF0EB
98	#F8F3FF
99	#FFEEE7
100	#FFF6F3
101	#FFFAF8
102	#F1E7FF
103	#EEE2FF
104	#F6EEFF
105	#FAF6FF
106	#FFFAF8
107	#FFE7DE
108	#FFEEE8
109	#FAF6FF
110	#FFFBFA
111	#FDFBFF
112	#FCF9FF
113	#FFF7F5
114	#FFEAE3
115	#FFF3EF
116	#FFFFFE
117	#FFFEFE
118	#F4ECFF
119	#FEFEFF
120	#FBF8FF
121	#FFF2ED
122	#F7F0FF
123	#FFE3D9
124	#FFF3EF
125	#F6EFFF
126	#F5EDFF
127	#F7F1FF
128	#F8F3FF
129	#FCFAFF
130	#FEFEFF
131	#FFF2EE
132	#FFE9E1
133	#FFEBE3
134	#FFEEE7
135	#F2E9FF
136	#FCF9FF
137	#FFF7F5
138	#FFF5F1
139	#FFFFFE
140	#FFF4F0
141	#FEFDFF
142	#F6EEFF
143	#FFF6F3
144	#FFF3EE
145	#FFECE5
146	#FBF8FF
147	#FEFDFF
148	#FFDDD1
149	#FFF7F4
150	#F8F3FF
151	#FBF8FF
152	#F6EFFF
153	#FFFAF8
154	#FFFAF8
155	#FFF0EA
156	#FFECE5
157	#FFEEE7
158	#FFE4DA
159	#FFE4DA
160	#FEFDFF
161	#F0E5FF
162	#FFEEE7
163	#FFF4F0
164	#FFCEBD
165	#F3EAFF
166	#FFDCCF
167	#F1E7FF
168	#ECDEFF
169	#FFE4DA
170	#DEC7FF
171	#E8D7FF
172	#FEFEFF
173	#FBF8FF
174	#FFFEFE
175	#F9F5FF
176	#F3EAFF
177	#F8F2FF
178	#FFFAF8
179	#FDFBFF
180	#FFEEE8
181	#FFEAE2
182	#FFEBE3
183	#FFE4DA
184	#FCFAFF
185	#EADAFF
186	#FFEDE7
187	#FFE3D9
188	#FFFFFE
189	#FFCCBB
190	#DDC5FF
191	#CBACFF
192	#CEB0FF
193	#FFEFE9
194	#FAF7FF
195	#E2CEFF
196	#E8D7FF
197	#FDFCFF
198	#F5EEFF
199	#F9F5FF
200	#F2E7FF
201	#FFF7F5
202	#FBF9FF
203	#FDFBFF
204	#FFEBE4
205	#FFF0EA
206	#FFECE4
207	#FFDFD3
208	#FFEFE9
209	#F1E6FF
210	#FFDFD3
211	#FFD4C6
212	#EEE1FF
213	#EADBFF
214	#F7F0FF
215	#FFF8F5
216	#F5EDFF
217	#F7F1FF
218	#F6EFFF
219	#F2E8FF
220	#CBACFF
221	#FFF9F7
222	#FFF7F5
223	#FCFAFF
224	#FBF8FF
225	#FFFAF8
226	#F9F5FF
227	#F9F4FF
228	#FFF4F0
229	#FFF8F5
230	#FFF2ED
231	#FFE9E1
232	#FFF9F7
233	#FFE0D5
234	#FFFCFB
235	#D1B5FF
236	#DBC3FF
237	#F8F3FF
238	#FFF0EA
239	#FDFBFF
240	#E9D9FF
241	#DAC2FF
242	#E5D2FF
243	#E5D2FF
244	#CCADFF
245	#BE99FF
246	#F0E5FF
247	#FFF9F7
248	#F4ECFF
249	#FAF7FF
250	#FCFAFF
251	#F8F2FF
252	#9366FF
253	#FFF3EF
254	#FFF2ED
255	#FFF7F4
256	#FFFCFB
257	#FFE0D5
258	#D0B3FF
259	#CFB1FF
260	#F0E4FF
261	#F3EAFF
262	#F3E9FF
263	#E7D6FF
264	#C8A7FF
265	#F8F3FF
266	#F1E6FF
267	#EEE2FF
268	#F3EAFF
269	#F5EEFF
270	#EADAFF
271	#F1E6FF
272	#EBDDFF
273	#F0E4FF
274	#EBDDFF
275	#E6D4FF
276	#F6EFFF
277	#E3D0FF
278	#E0CBFF
279	#ECDEFF
280	#EEE2FF
281	#CDAEFF
282	#FAF6FF
283	#F0E4FF
284	#ECDEFF
285	#ECDEFF
286	#EADAFF
287	#E7D6FF
288	#E7D5FF
289	#AB82FF
290	#CFB1FF
291	#DDC6FF
292	#E6D3FF
293	#C19EFF
294	#F6EFFF
295	#FCFAFF
296	#FEFDFF
297	#FAF7FF
298	#F2E8FF
299	#F9F5FF
300	#9366FF
301	#FFF3EF
302	#FFEEE7
303	#FFFBFA
304	#FFFCFB
305	#FAF6FF
306	#BE99FF
307	#D2B5FF
308	#E0CBFF
309	#F4EBFF
310	#EADBFF
311	#DCC4FF
312	#C29FFF
313	#B993FF
314	#CEAFFF
315	#C3A0FF
316	#C9A8FF
317	#C4A2FF
318	#F7F1FF
319	#FFF9F7
320	#FCFAFF
321	#F5EEFF
322	#F2E8FF
323	#F9F5FF
324	#AD85FF
325	#FFFFFF
326	#FFFCFB
327	#FFFDFC
328	#F8F2FF
329	#FDFBFF
330	#EADAFF
331	#F6EFFF
332	#EEE1FF
333	#F7F0FF
334	#F1E6FF
335	#EADAFF
336	#DCC4FF
337	#DFCAFF
338	#CCADFF
339	#9467FF
340	#CCADFF
341	#CBACFF
342	#FAF6FF
343	#FBF8FF
344	#FBF7FF
345	#FAF6FF
346	#FCF9FF
347	#F5EDFF
348	#CCADFF
349	#FBF7FF
350	#FFFCFB
351	#FFFBFA
352	#FAF7FF
353	#F7F1FF
354	#EEE2FF
355	#E0CBFF
356	#F8F2FF
357	#EADAFF
358	#E9DAFF
359	#E8D7FF
360	#DFC9FF
361	#EEE1FF
362	#E7D6FF
363	#D9C0FF
364	#B48DFF
365	#F0E5FF
366	#FAF6FF
367	#F5EEFF
368	#F6EFFF
369	#F4EBFF
370	#F8F2FF
371	#F6F0FF
372	#EEE2FF
