group	fill
1	#FF8565
2	#FF6F4D
3	#FF7250
4	#FF7452
5	#FF6F4D
6	#FF7755
7	#FF8160
8	#FF8565
9	#FF8868
10	#FF8F70
11	#FF997B
12	#FF8565
13	#FF9273
14	#FF8A6B
15	#FF8868
16	#FF9273
17	#FFAE95
18	#FF8362
19	#FF7C5B
20	#FF7452
21	#FF7250
22	#FF6543
23	#FF6746
24	#FF6543
25	#FF997B
26	#FF7250
27	#FF6948
28	#FF6543
29	#FF5C3C
30	#FF6543
31	#FF6F4D
32	#FF6F4D
33	#FF5A39
34	#FF6948
35	#FF8160
36	#FF9678
37	#FF8868
38	#FF9476
39	#FFA287
40	#FFA88D
41	#FFB198
42	#FF8F70
43	#FF8868
44	#FF7C5B
45	#FF7755
46	#FF7958
47	#FF7958
48	#FF7C5B
49	#FF997B
50	#FF6C4B
51	#FF6746
52	#FF6241
53	#FF5C3C
54	#FF6543
55	#FF6F4D
56	#FF6F4D
57	#FF6746
58	#FF6948
59	#FF7E5D
60	#FF9678
61	#FF8868
62	#FF9476
63	#FFA88D
64	#FFAE95
65	#FFB8A1
66	#FF8F70
67	#FF8565
68	#FF7E5D
69	#FF7755
70	#FF7452
71	#FF7958
72	#FF7452
73	#FF9B7E
74	#FF6C4B
75	#FF6241
76	#FF5F3E
77	#FF5A39
78	#FF5C3C
79	#FF7250
80	#FF7250
81	#FF7250
82	#FF7250
83	#FF7C5B
84	#FF9B7E
85	#FF8160
86	#FF9476
87	#FFA58A
88	#FFB198
89	#FFBBA5
90	#FF9273
91	#FF8868
92	#FF7E5D
93	#FF7958
94	#FF7755
95	#FF7452
96	#FF6F4D
97	#FFA084
98	#FF6F4D
99	#FF6543
100	#FF5C3C
101	#FF6241
102	#FF6F4D
103	#FF7250
104	#FF7452
105	#FF7452
106	#FF7958
107	#FF7C5B
108	#FF9B7E
109	#FF8160
110	#FF9678
111	#FFA287
112	#FFAE95
113	#FFBBA5
114	#FF9476
115	#FF8868
116	#FF7C5B
117	#FF7755
118	#FF7C5B
119	#FF7755
120	#FF7250
121	#FFA084
122	#FF7452
123	#FF6746
124	#FF5F3E
125	#FF7755
126	#FF6C4B
127	#FF6F4D
128	#FF7250
129	#FF7452
130	#FF7755
131	#FF7E5D
132	#FF9B7E
133	#FF8C6D
134	#FF8C6D
135	#FF9678
136	#FFAE95
137	#FFBBA5
138	#FF9476
139	#FF8868
140	#FF7E5D
141	#FF7958
142	#FF7E5D
143	#FF8565
144	#FF8160
145	#FFA287
146	#FFA58A
147	#FF7250
148	#FF6948
149	#FF6F4D
150	#FF6F4D
151	#FF7250
152	#FF7452
153	#FF7755
154	#FF7452
155	#FF8160
156	#FF997B
157	#FF8160
158	#FF8362
159	#FF8C6D
160	#FFAA90
161	#FFB69E
162	#FF9273
163	#FF8A6B
164	#FF8C6D
165	#FF8565
166	#FFA88D
167	#FFBDA8
168	#FFBDA8
169	#FFA287
170	#FFA88D
171	#FFB198
172	#FF9476
173	#FF7755
174	#FF7452
175	#FF7452
176	#FF7452
177	#FF7755
178	#FF7452
179	#FF8362
180	#FF9678
181	#FF8868
182	#FF8F70
183	#FF8C6D
184	#FF9678
185	#FFB198
186	#FF9476
187	#FF8F70
188	#FFBBA5
189	#FFB39B
190	#FFA58A
191	#FF9678
192	#FF997B
193	#FF9D81
194	#FF9476
195	#FFAA90
196	#FFAA90
197	#FF7E5D
198	#FF7C5B
199	#FF7958
200	#FF7452
201	#FF7755
202	#FF7C5B
203	#FF8362
204	#FF9476
205	#FF8C6D
